,y_error
725428,0.18396360534546488
725429,0.17741611412497488
725430,0.1778378919947901
725809,0.1014244403984149
725810,0.12791172864732325
726194,0.0
726195,0.0028
726578,-0.0929092909290929
726579,-0.0929092909290929
726969,-0.19457013574660634
726970,-0.19457013574660634
726971,-0.17969052224371374
726972,-0.1841459825370352
727352,-0.2636844636844637
727749,-0.33224786897806724
727750,-0.33224786897806724
727751,-0.33564078578110385
727752,-0.33905579399141633
728128,-0.4182825484764543
728129,-0.4090399701158013
728515,-0.4925475415453144
728516,-0.4925475415453144
728517,-0.4907423734791042
728518,-0.4895977808599168
728881,-0.5542662116040956
728882,-0.5542662116040956
729275,-0.6135962802629469
729276,-0.6095968663293618
729277,-0.6343739942066302
729651,-0.7122812949032203
729652,-0.7122812949032203
730040,-0.7635234998522021
730041,-0.764445799664583
730042,-0.7737968726279034
730419,-0.7969298245614035
730420,-0.7969298245614035
730805,-0.8212020953956438
730806,-0.8235046925339683
730807,-0.8241042345276873
731181,-0.8459337964854925
731182,-0.8459337964854925
731561,-0.8614751503640392
731562,-0.8643067846607669
731563,-0.8635014836795252
732315,-0.8882326215356656
732316,-0.8917060092090692
732317,-0.8917060092090692
732318,-0.8859256607600978
732319,-0.8873504978495257
732691,-0.8992737230622693
732692,-0.8992737230622693
733081,-0.9113576511458509
733082,-0.9048047710138405
733083,-0.9091980470284527
733466,-0.9168779627383971
733850,-0.9283380756665612
733851,-0.9283380756665612
733852,-0.926006528835691
733853,-0.9255472120146988
734222,-0.930168776371308
734223,-0.930168776371308
734614,-0.9332365747460087
734615,-0.9332365747460087
734616,-0.9336800370732712
734617,-0.9278451612903226
734996,-0.9332583810302535
734997,-0.9332583810302535
735376,-0.9404802164355766
735377,-0.9349115375031148
735378,-0.93738416069729
735379,-0.9416712839369364
735757,-0.9432609994027473
736153,-0.9378140391025322
736154,-0.9378140391025322
736155,-0.9456478138788608
736156,-0.9441559713921819
736530,-0.9414954479876623
736531,-0.9414954479876623
736922,-0.9443305010254908
736923,-0.9443305010254908
736924,-0.9406392694063926
736925,-0.9425977449114072
737292,-0.9408450704225352
737293,-0.9408450704225352
737679,-0.9403703521783977
737680,-0.9403703521783977
737681,-0.9382929357752876
737682,-0.9411764705882353
738059,-0.9447751488169677
738060,-0.9447751488169677
738449,-0.9440287339120024
738450,-0.939187496869208
738451,-0.9446477813988469
738837,-0.9384225209231549
738838,-0.9384225209231549
739223,-0.9416154078854492
739224,-0.9376956633307673
739225,-0.9413278435409161
739605,-0.9396560708702449
739606,-0.9396560708702449
739984,-0.9413946200052233
739985,-0.9413946200052233
739986,-0.9393081761006289
739987,-0.9380954887613834
740359,-0.9374696257897295
740360,-0.9374696257897295
740738,-0.9403083700440529
740739,-0.9403083700440529
740740,-0.9393939393939394
740741,-0.937636761487965
741120,-0.9329805996472663
741121,-0.9345730027548209
741503,-0.9344726120416478
741504,-0.9329805996472663
741505,-0.9334282662869349
741506,-0.9333695455368459
741885,-0.9281504001985481
741886,-0.9281504001985481
742273,-0.9252951422488872
742274,-0.9275755228505035
742275,-0.9246210569438754
742658,-0.9119966206702337
742659,-0.9119966206702337
743045,-0.919791739956378
743046,-0.919791739956378
743047,-0.9189724770642201
743048,-0.9185303514376997
743423,-0.9127026008292499
743424,-0.9127026008292499
743800,-0.9096098953377736
743801,-0.9096098953377736
743802,-0.9089121371824117
743803,-0.9044523886902828
744176,-0.8941305540318157
744177,-0.8941305540318157
744555,-0.8956043956043956
744556,-0.8956043956043956
744557,-0.8935185185185185
744558,-0.9004348211908776
744931,-0.8815958815958816
744932,-0.8815958815958816
745312,-0.8917859243285631
745313,-0.8850392137397002
745314,-0.8873406463089238
745690,-0.8718733509234828
745691,-0.8718733509234828
746074,-0.8709960508995174
746075,-0.8709960508995174
746076,-0.8752917639213071
746077,-0.8716755319148937
746448,-0.8601346297681376
746449,-0.8601346297681376
746828,-0.8663322884012539
746829,-0.8663322884012539
746830,-0.8663322884012539
746831,-0.8568512375606022
746832,-0.8580106302201974
747198,-0.8641221374045801
747587,-0.8451428571428572
747588,-0.841815874806147
